LandType,Price,Neighborhood,Building,Address,Sold Price,Sold Date,Beds,Bath,Living Sq Ft,Parking,Lanai,Pets,Floor,Year,List Date,Days,Condition,Tax,Maint. Fee,Elementary,Junior High,High,Flood Zone,View,Frontage,Flooring
FS,"$609,000 ",Hahaione-lower,Mauna Luan,531 Hahaione Street 2/14D,"$585,000 ",11/14/2017,2,2,"1,303",2,0,No,14,1975,4/20/2017,163,Excellent,$154 ,$778 ,,,,Zone D,"Marina/Canal,Mountain,Ocean",,"Ceramic Tile,Laminate"
FS,"$640,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 7205,"$650,000 ",11/7/2017,2,2,"1,269",2,109,Yes,2,2004,8/23/2017,10,Excellent,$149 ,$785 ,Koko Head,Niu Valley,Kaiser,Zone AE,Mountain,,Laminate
FS,"$645,000 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 309,"$635,000 ",11/6/2017,2,2,"1,402",2,241,Yes,3,1974,8/31/2017,37,Above Average,$185 ,"$1,091 ",Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Mountain,Ocean",,"Ceramic Tile,W/W Carpet"
LH,"$410,000 ",West Marina,Mawaena Kai 1-2-3,,"$410,000 ",11/3/2017,2,2,"1,012",2,68,Yes,1,1988,11/3/2017,0,Average,$195 ,$492 ,Hahaione,Niu Valley,Kaiser,Zone AE,Marina/Canal,Marina,"Ceramic Tile,Vinyl,W/W Carpet"
FS,"$969,000 ",West Marina,Koko Isle,911 Koko Isle Circle 911,"$945,000 ",10/30/2017,3,2.1,"1,888",2,475,Yes,1,1968,7/6/2017,76,Above Average,$242 ,$780 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain,Sunrise",Marina,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$525,000 ",West Marina,Lalea At Hawaii Kai ,7092 Hawaii Kai Drive 26,"$515,000 ",10/27/2017,1,1,751,2,0,Yes,2,1996,7/13/2017,48,"Above Average,Excellent",$125 ,$280 ,Hahaione,Niu Valley,Kaiser,Zone D,None,,"Hardwood,Vinyl,W/W Carpet"
FS,"$645,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 8304,"$640,000 ",10/27/2017,2,2,"1,287",2,0,Yes,3,2004,10/20/2017,0,Excellent,$182 ,$785 ,,,,Zone AE,"Marina/Canal,Mountain",,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$860,000 ",West Marina,Kalele Kai,1 Keahole Place 1613,"$840,000 ",10/27/2017,2,2,"1,424",2,265,Yes,6,1993,7/23/2017,62,Excellent,$199 ,$824 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Diamond Head,Marina/Canal,Ocean",Other,"Ceramic Tile,Laminate"
FS,"$549,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 1102,"$530,000 ",10/26/2017,2,2,935,2,105,No,11,1974,9/1/2017,28,Above Average,$150 ,$597 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Mountain,Ocean",,"Vinyl,W/W Carpet"
FS,"$569,900 ",West Marina,Mt Terrace,250 Kawaihae Street 12E,"$560,000 ",10/26/2017,2,2,"1,644",2,0,No,12,1974,4/18/2017,151,Above Average,$193 ,"$1,315 ",Hahaione,Niu Valley,Kaiser,Zone AE,"Mountain,Ocean",,"Ceramic Tile,W/W Carpet"
FS,"$650,000 ",West Marina,Koko Isle,206 Koko Isle Circle 1703,"$675,000 ",10/25/2017,3,2.1,"1,605",2,0,Yes,1,1968,3/29/2017,82,Above Average,$199 ,$780 ,Kamiloiki,Niu Valley,Kaiser,Zone AE,"Garden,Mountain",Other,"Ceramic Tile,Hardwood,Other,W/W Carpet"
FS,"$650,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 7310,"$650,000 ",10/24/2017,2,2,"1,269",2,0,Yes,4,2004,7/12/2017,32,Above Average,$177 ,$785 ,,,,Zone AE,"Garden,Mountain,Ocean,Sunset",,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$468,000 ",West Marina,Esplanade,500 Lunalilo Home Road 41C,"$496,000 ",10/10/2017,1,1,874,1,336,Yes,1,1973,8/14/2017,11,Average,$129 ,$472 ,,,,Zone AE,None,,"Ceramic Tile,Laminate,Other"
FS,"$1,499,000 ",Napua Point,Napua Point,115D Maunalua Avenue 4,"$1,380,000 ",10/10/2017,3,2.1,"1,771",2,42,Yes,1,1980,8/16/2017,26,Above Average,$272 ,"$1,097 ",Koko Head,Niu Valley,Kaiser,Zone VE,"Coastline,Garden,Mountain,Ocean,Sunrise,Sunset","Ocean,Sandy Beach","Ceramic Tile,Hardwood,Vinyl"
FS,"$696,000 ",Hahaione-lower,Naniwa Gardens,6750 Hawaii Kai Drive 1404,"$690,000 ",10/6/2017,2,2,"1,238",2,90,Yes,14,1974,7/25/2017,21,Excellent,$152 ,$849 ,Hahaione,Niu Valley,Kaiser,Zone D,"City,Coastline,Marina/Canal,Mountain,Ocean,Sunrise,Sunset",,"Laminate,Marble/Granite"
FS,"$725,000 ",Mariners Valley,Mariners Village 3,1090 Kumukumu Street D,"$733,000 ",10/2/2017,4,2.1,"1,549",2,120,Yes,1,1972,5/8/2017,51,Excellent,$25 ,$457 ,Kamiloiki,Niu Valley,Kaiser,Zone D,"Garden,Mountain",,"Ceramic Tile,W/W Carpet"
FS,"$499,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 1610,"$511,000 ",9/29/2017,2,2,"1,035",2,0,No,15,1974,8/16/2017,8,Average,$112 ,$597 ,Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Ocean,Sunset",,"Vinyl,W/W Carpet"
FS,"$598,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 1500,"$595,000 ",9/29/2017,2,2,"1,035",2,105,No,15,1974,8/11/2017,18,Above Average,$135 ,$651 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Mountain,Ocean",,"Ceramic Tile,Hardwood,W/W Carpet"
FS,"$639,000 ",Hahaione-lower,Mariners Village 1,564J Hahaione Street 5J,"$639,000 ",9/29/2017,3,2.1,"1,457",2,0,No,1,1971,8/11/2017,4,Above Average,$165 ,$650 ,,,,Zone D,"Garden,Mountain",,"Laminate,Vinyl,W/W Carpet"
FS,"$725,000 ",West Marina,Mt Terrace,250 Kawaihae Street 16B,"$715,000 ",9/29/2017,2,2,"1,644",2,0,No,16,1974,5/5/2017,91,"Above Average,Average",$202 ,"$1,315 ",Hahaione,Niu Valley,Kaiser,Zone AE,"City,Coastline,Diamond Head,Mountain,Ocean,Sunset",Other,"Ceramic Tile,Marble/Granite,W/W Carpet"
LH,"$410,000 ",West Marina,Mawaena Kai 1-2-3,7007 Hawaii Kai Drive F26,"$405,000 ",9/28/2017,3,2,"1,296",2,131,Yes,2,1988,5/25/2017,52,Average,$231 ,$630 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Sunrise",Marina,"Laminate,Vinyl"
FS,"$569,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 1508,"$565,750 ",9/27/2017,2,2,"1,035",2,5,No,15,1974,7/28/2017,12,Above Average,$153 ,$597 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Mountain,Ocean",,"Laminate,Marble/Granite"
FS,"$995,000 ",West Marina,Kuapa Isle,244 Opihikao Way 772,"$1,015,000 ",9/27/2017,3,2.1,"1,518",4,400,Yes,1,1970,7/20/2017,20,Above Average,$423 ,$625 ,,,,Zone AE,"Marina/Canal,Mountain","Marina,Waterfront","Ceramic Tile,Hardwood"
FS,"$625,000 ",Hahaione-lower,Mauna Luan,511 Hahaione Street 1/20E,"$622,000 ",9/22/2017,2,1.1,"1,303",2,0,No,20,1975,6/26/2017,35,Excellent,$155 ,$778 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Mountain,Ocean",,"Ceramic Tile,Laminate"
FS,"$750,000 ",West Marina,Hawaii Kai Cp Lot7a ,,"$735,000 ",9/22/2017,3,2,"1,342",2,266,Yes,2,1965,7/14/2017,20,Above Average,$166 ,$150 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Garden,Marina/Canal,Mountain","Marina,Stream/Canal,Waterfront","Laminate,Other"
FS,"$890,000 ",West Marina,Peninsula At Hawaii ,580 Lunalilo Home Road VB-1404,"$890,000 ",9/22/2017,3,2.1,"1,476",2,0,Yes,1,2004,2/21/2017,166,Excellent,$508 ,$790 ,Koko Head,Niu Valley,Kaiser,Zone D,"Marina/Canal,Mountain,Ocean","Marina,Ocean,Waterfront","Ceramic Tile,Laminate,Marble/Granite,W/W Carpet"
FS,"$1,499,999 ",West Marina,Kalele Kai,1 Keahole Place 1202,"$1,312,500 ",9/22/2017,3,2.1,"1,998",2,589,Yes,2,1993,4/18/2017,108,Above Average,$305 ,"$1,154 ",Hahaione,Niu Valley,Kaiser,Zone AE,Marina/Canal,,"Ceramic Tile,W/W Carpet"
FS,"$580,000 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 705,"$570,000 ",9/21/2017,2,2,"1,030",2,89,Yes,7,1974,7/14/2017,7,Excellent,$167 ,$758 ,,,,Zone D,"Marina/Canal,Mountain,Ocean,Sunset",Other,"Ceramic Tile,W/W Carpet"
FS,"$639,000 ",West Marina,Lalea At Hawaii Kai ,7168 Hawaii Kai Drive 168,"$636,500 ",9/21/2017,2,2,947,2,0,Yes,2,1998,8/18/2017,7,"Above Average,Excellent",$142 ,$353 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Ceramic Tile,Laminate,Vinyl,W/W Carpet"
FS,"$530,000 ",West Marina,Koko Head Villas,6217 Milolii Place 104A,"$542,000 ",9/20/2017,2,1.1,736,1,160,No,1,1969,8/4/2017,14,Above Average,$112 ,$450 ,Hahaione,Niu Valley,Kaiser,Zone AE,Mountain,,"Ceramic Tile,Hardwood"
FS,"$645,000 ",West Marina,Lalea At Hawaii Kai ,7188 Hawaii Kai Drive 243,"$640,000 ",9/19/2017,2,2,947,2,0,Yes,2,1999,7/11/2017,27,Above Average,$153 ,$353 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain",,"Vinyl,W/W Carpet"
FS,"$802,000 ",West Marina,Nanea Kai,7018 Hawaii Kai Drive 312,"$802,000 ",9/14/2017,3,2.1,"1,461",2,0,Yes,3,2003,7/17/2017,4,Above Average,$205 ,$416 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Hardwood,Other"
FS,"$475,000 ",Hahaione-lower,Naniwa Gardens,6750 Hawaii Kai Drive 1306,"$470,000 ",9/8/2017,1,1,862,1,75,Yes,13,1974,7/26/2017,9,Above Average,$126 ,$600 ,Hahaione,Niu Valley,Kaiser,Zone D,"City,Diamond Head,Marina/Canal,Mountain,Ocean,Sunset",,"Ceramic Tile,W/W Carpet"
FS,"$599,000 ",Hahaione-lower,Mauna Luan,501 Hahaione Street 1/5L,"$593,500 ",9/7/2017,2,2,"1,302",2,0,No,5,1975,7/7/2017,17,Excellent,$143 ,$778 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain,Ocean",,"Ceramic Tile,W/W Carpet"
FS,"$808,000 ",West Marina,Lalea At Hawaii Kai ,7132 Hawaii Kai Drive 122,"$800,000 ",9/7/2017,4,2.1,"1,578",2,0,No,1,1997,7/26/2017,7,Above Average,$186 ,$588 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$675,000 ",West Marina,Colony At The Penins,,"$665,900 ",9/6/2017,2,2,"1,287",2,104,Yes,1,2004,7/5/2017,19,Above Average,$182 ,$791 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Coastline,Marina/Canal,Ocean,Sunrise,Sunset",Marina,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$739,000 ",West Marina,Lalea At Hawaii Kai ,7150 Hawaii Kai Drive 192,"$756,000 ",9/6/2017,3,2.1,"1,113",2,300,Yes,1,1998,7/3/2017,11,"Above Average,Excellent",$168 ,$415 ,Hahaione,Niu Valley,Kaiser,Zone D,"Mountain,Sunrise",,"Ceramic Tile,Laminate"
FS,"$418,800 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 512,"$405,000 ",9/5/2017,1,1,706,1,81,No,7,1974,5/12/2017,87,"Average,Fair",$83 ,$435 ,,,,Zone D,"City,Garden,Marina/Canal,Mountain,Ocean",,"Ceramic Tile,Vinyl,W/W Carpet"
FS,"$659,000 ",Mariners Valley,Mariners Village 3,1125 Wainiha Street B,"$664,000 ",9/1/2017,3,1.1,"1,093",2,0,Yes,1,1971,7/12/2017,6,Excellent,$157 ,$457 ,Kamiloiki,Niu Valley,Kaiser,Zone D,Mountain,,"Other,W/W Carpet"
FS,"$729,000 ",West Marina,Lalea At Hawaii Kai ,7098 Hawaii Kai Drive 41,"$750,000 ",9/1/2017,3,2.1,"1,075",2,0,Yes,1,1996,7/11/2017,9,"Above Average,Excellent",$161 ,$401 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Ceramic Tile,Hardwood"
FS,"$550,000 ",Hahaione-lower,Mauna Luan,521 Hahaione Street 2/4K,"$527,000 ",8/31/2017,2,2,"1,185",2,0,No,4,1975,6/29/2017,22,Average,$154 ,$709 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Marina/Canal,Mountain,Ocean",,"Vinyl,W/W Carpet"
FS,"$573,000 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 304,"$545,000 ",8/31/2017,2,2,"1,030",2,89,Yes,3,1974,5/24/2017,63,Excellent,$167 ,$759 ,Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Mountain,Ocean",,"Laminate,Other"
FS,"$629,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 8417,"$635,000 ",8/31/2017,2,2,"1,269",2,109,Yes,4,2004,5/1/2017,7,Average,$180 ,$753 ,Koko Head,Niu Valley,Kaiser,Zone AE,Garden,,"Ceramic Tile,Vinyl,W/W Carpet"
FS,"$1,150,000 ",West Marina,Peninsula At Hawaii ,520 Lunalilo Home Road 338,"$1,120,000 ",8/31/2017,3,3,"1,726",2,378,Yes,1,2002,3/26/2017,80,Excellent,$279 ,$640 ,,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain","Marina,Waterfront","Ceramic Tile,Laminate,Vinyl,W/W Carpet"
FS,"$525,000 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 15,"$530,000 ",8/30/2017,2,2,"1,045",2,96,Yes,2,1974,4/21/2017,73,Above Average,$117 ,$770 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$598,500 ",West Marina,Mt Terrace,250 Kawaihae Street 1F,"$598,500 ",8/30/2017,2,2,"1,644",2,0,No,1,1974,6/5/2017,44,Above Average,$153 ,"$1,315 ",,,,Zone AE,"Coastline,Marina/Canal,Mountain,Ocean,Sunrise",,"Ceramic Tile,W/W Carpet"
FS,"$539,000 ",Hahaione-lower,Mauna Luan,511 Hahaione Street 1-4E,"$530,000 ",8/28/2017,2,1.1,"1,211",2,0,No,4,1975,4/17/2017,92,Excellent,$132 ,$724 ,,,,Zone D,Garden,,"Ceramic Tile,Laminate"
FS,"$899,900 ",West Marina,Gateway Peninsula,211 Kawaihae Street D6,"$890,000 ",8/28/2017,3,2.1,"1,752",2,346,Yes,1,1972,4/24/2017,77,"Above Average,Excellent",$223 ,$803 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain","Marina,Stream/Canal,Waterfront","Ceramic Tile,Hardwood,Laminate"
LH,"$185,000 ",Hahaione-lower,Commodore,555 Hahaione Street 3D,"$160,000 ",8/25/2017,1,2,"1,019",2,62,Yes,3,1982,4/12/2017,82,Fair,$117 ,$988 ,Hahaione,Niu Valley,Kaiser,Zone D,Garden,,"Ceramic Tile,W/W Carpet"
FS,"$459,000 ",Hahaione-lower,Mauna Luan,501 Hahaione Street 1/4G,"$455,000 ",8/25/2017,1,1,804,2,0,No,4,1975,7/11/2017,20,Above Average,$95 ,$512 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain",,"Ceramic Tile,Laminate"
FS,"$630,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 8123,"$625,000 ",8/25/2017,2,2,"1,345",2,87,Yes,1,2004,6/19/2017,35,Above Average,$153 ,$510 ,Koko Head,Niu Valley,Kaiser,Zone AE,City,,"Ceramic Tile,Laminate"
FS,"$815,000 ",West Marina,Moana Kai,7012 Hawaii Kai Drive 104,"$805,000 ",8/24/2017,3,2.1,"1,729",2,42,Yes,1,2005,3/9/2017,118,Excellent,$219 ,$436 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Laminate,W/W Carpet"
FS,"$710,000 ",West Marina,Moana Kai,7012 Hawaii Kai Drive 805,"$740,000 ",8/22/2017,2,2,"1,237",2,500,Yes,0,2005,7/3/2017,11,Excellent,$193 ,$338 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Laminate,W/W Carpet"
FS,"$538,500 ",Hahaione-lower,Naniwa Gardens,6750 Hawaii Kai Drive 105,"$538,000 ",8/17/2017,2,2,"1,238",2,90,Yes,2,1974,4/12/2017,78,Excellent,$141 ,$849 ,Hahaione,Niu Valley,Kaiser,Zone D,Garden,,"Hardwood,W/W Carpet"
FS,"$649,000 ",West Marina,Lalea At Hawaii Kai ,7172 Hawaii Kai Drive 189,"$655,000 ",8/17/2017,2,2,947,2,0,Yes,2,1998,7/7/2017,5,Excellent,$143 ,$353 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain",,"Marble/Granite,W/W Carpet"
FS,"$645,000 ",Mariners Valley,Mariners Village 3,1136 Kumukumu Street C,"$646,000 ",8/16/2017,3,2.1,"1,356",2,220,Yes,1,1973,5/31/2017,32,Excellent,$163 ,$457 ,Kamiloiki,Niu Valley,Kaiser,Zone D,Mountain,,"Laminate,W/W Carpet"
FS,"$849,000 ",West Marina,Mawaena Kai 1-2-3,7007 Hawaii Kai Drive E14,"$849,000 ",8/15/2017,3,2,"1,296",2,140,Yes,1,1988,6/5/2017,11,Average,$231 ,$630 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain,Sunrise","Marina,Waterfront","Laminate,Other,W/W Carpet"
FS,"$575,000 ",Hahaione-lower,Mauna Luan,501 Hahaione Street 1/9J,"$575,000 ",8/11/2017,2,2,"1,211",2,0,No,9,1975,6/16/2017,28,Excellent,$165 ,$724 ,Hahaione,Niu Valley,Kaiser,Zone D,"Mountain,Ocean",,"Ceramic Tile,Laminate"
FS,"$879,000 ",West Marina,Peninsula At Hawaii ,580 Lunalilo Home Road VB2407,"$879,000 ",8/10/2017,3,2.1,"1,403",2,30,Yes,1,2004,5/3/2017,58,Excellent,$238 ,$725 ,,Niu Valley,Kaiser,Zone D,"Marina/Canal,Mountain,Sunrise","Marina,Waterfront","Laminate,Vinyl,W/W Carpet"
FS,"$699,000 ",West Marina,Villa Marina,6227 Kawaihae Place C102,"$680,000 ",8/9/2017,3,2.1,"1,452",2,352,Yes,1,1970,5/28/2017,18,"Above Average,Average",$149 ,$550 ,Hahaione,Niu Valley,Kaiser,Zone AE,Mountain,,"Hardwood,Other,W/W Carpet"
FS,"$685,000 ",Mariners Valley,Mariners Village 3,1101 Kumukumu Street D,"$685,000 ",8/4/2017,4,2.1,"1,549",2,0,Yes,1,1973,6/5/2017,10,Above Average,$91 ,$457 ,Kamiloiki,Niu Valley,Kaiser,Zone D,Mountain,,"Ceramic Tile,Hardwood,Laminate"
FS,"$625,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 8204,"$638,000 ",7/28/2017,2,2,"1,287",2,109,Yes,3,2004,6/8/2017,11,Above Average,$182 ,$785 ,Koko Head,Niu Valley,Kaiser,Zone AE,"None,Marina/Canal,Mountain","Marina,Other","Ceramic Tile,Laminate,W/W Carpet"
FS,"$1,099,000 ",West Marina,Koko Isle,915 Koko Isle Circle 1603,"$1,060,000 ",7/28/2017,3,2.1,"1,508",2,450,Yes,1,1968,4/18/2017,59,Excellent,$254 ,$780 ,,,,Zone AE,"Coastline,Marina/Canal,Mountain",Marina,"Ceramic Tile,Laminate,Marble/Granite"
FS,"$679,000 ",Hahaione-lower,Naniwa Gardens,6750 Hawaii Kai Drive 1005,"$679,000 ",7/27/2017,2,2,"1,238",2,90,Yes,10,1974,6/20/2017,8,Above Average,$140 ,$849 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Diamond Head,Marina/Canal,Mountain,Ocean,Sunset",Other,"Ceramic Tile,Other"
FS,"$739,000 ",West Marina,Kaimala Marina,444 Lunalilo Home Road 128,"$720,000 ",7/27/2017,3,2.1,"1,281",2,263,Yes,2,1972,4/20/2017,55,"Above Average,Excellent",$222 ,$659 ,,,,Zone AE,"Marina/Canal,Mountain,Sunrise,Sunset",Marina,"Ceramic Tile,W/W Carpet"
FS,"$599,000 ",Mariners Valley,Mariners Village 3,1145 Wainiha Street B,"$617,000 ",7/26/2017,3,1.1,"1,093",2,0,Yes,1,1972,6/8/2017,11,Above Average,$134 ,$466 ,Kamiloiki,Niu Valley,Kaiser,Zone D,Garden,,"Other,W/W Carpet"
LH,"$415,000 ",West Marina,Mawaena Kai 1-2-3,7007 Hawaii Kai Drive H22,"$415,000 ",7/25/2017,2,2,"1,146",2,64,Yes,2,1988,6/14/2017,8,Excellent,$213 ,$590 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain,Sunrise","Marina,Waterfront",Other
FS,"$475,000 ",Hahaione-lower,Naniwa Gardens,6750 Hawaii Kai Drive 1403,"$475,000 ",7/24/2017,1,1,862,1,75,Yes,14,1974,6/14/2017,9,Average,$93 ,$600 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Mountain,Ocean",,"Ceramic Tile,W/W Carpet"
FS,"$570,000 ",Hahaione-lower,Mariners Village 2,575 Hahaione Street D204,"$593,050 ",7/21/2017,3,2,"1,305",2,119,Yes,2,1972,5/29/2017,7,Above Average,$165 ,$789 ,Hahaione,Niu Valley,Kaiser,Zone D,None,,"Laminate,W/W Carpet"
FS,"$1,050,000 ",West Marina,Gateway Peninsula,207 Kawaihae Street B6,"$1,050,000 ",7/21/2017,3,2.1,"1,850",2,500,Yes,1,1972,5/23/2017,15,Excellent,$260 ,$808 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain,Ocean","Marina,Waterfront","Laminate,Other"
FS,"$735,000 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 702,"$660,000 ",7/20/2017,2,2,"1,626",2,0,Yes,7,1974,5/23/2017,15,Average,$227 ,"$1,199 ",Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Garden,Marina/Canal,Mountain,Ocean",,"Ceramic Tile,W/W Carpet"
FS,"$695,000 ",West Marina,Mt Terrace,250 Kawaihae Street 16E,"$650,000 ",7/19/2017,2,2,"1,644",2,0,No,16,1974,3/6/2017,108,Above Average,$195 ,"$1,315 ",Hahaione,Niu Valley,Kaiser,Zone AE,"City,Marina/Canal,Mountain,Ocean,Sunset",Other,"Marble/Granite,W/W Carpet"
FS,"$695,000 ",West Marina,Kalele Kai,1 Keahole Place 1412,"$695,000 ",7/19/2017,2,2,"1,424",2,263,Yes,4,1993,4/6/2017,25,"Above Average,Average",$188 ,$822 ,,,,Zone AE,"Marina/Canal,Mountain,Sunrise",,"Ceramic Tile,Laminate"
FS,"$598,000 ",Hahaione-lower,Naniwa Gardens,6750 Hawaii Kai Drive 201,"$598,000 ",7/18/2017,2,2,"1,238",2,90,Yes,2,1974,5/26/2017,10,Above Average,$258 ,$849 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Ocean",Other,"Ceramic Tile,W/W Carpet"
FS,"$665,888 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 402,"$615,000 ",7/14/2017,2,2,"1,626",2,0,Yes,4,1974,12/28/2016,73,Excellent,$251 ,"$1,199 ",Hahaione,Niu Valley,Kaiser,Zone D,"City,Marina/Canal,Mountain,Ocean,Sunset",,"Ceramic Tile,W/W Carpet"
FS,"$549,900 ",West Marina,Mt Terrace,250 Kawaihae Street 3C,"$539,000 ",7/13/2017,2,2,"1,661",2,0,No,3,1974,3/17/2017,32,Average,$156 ,"$1,315 ",Hahaione,Niu Valley,Kaiser,Zone AE,"City,Coastline,Garden,Ocean",,"Ceramic Tile,W/W Carpet"
FS,"$1,345,000 ",West Marina,Kalele Kai,1 Keahole Place 1309,"$1,300,000 ",7/13/2017,3,2.1,"2,210",2,923,Yes,3,1993,12/16/2016,150,Excellent,$245 ,"$1,277 ",Hahaione,Niu Valley,Kaiser,Zone AE,Garden,,"Hardwood,Other"
FS,"$475,000 ",Hahaione-lower,Mauna Luan,531 Hahaione Street 2/6B,"$470,000 ",7/11/2017,1,1,852,1,0,No,6,1975,5/22/2017,7,Excellent,$97 ,$509 ,,,,Zone D,"Garden,Marina/Canal,Mountain,Ocean",Other,"Ceramic Tile,W/W Carpet"
FS,"$599,000 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 1407,"$575,000 ",7/10/2017,2,2,"1,030",2,89,Yes,14,1974,5/19/2017,14,Above Average,$134 ,$759 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Mountain,Ocean",,"Ceramic Tile,Hardwood,W/W Carpet"
FS,"$999,000 ",Hahaione-lower,Commodore,555 Hahaione Street PH1,"$925,000 ",7/7/2017,3,2.1,"3,926",3,556,Yes,16,1982,1/3/2017,114,Excellent,$326 ,"$2,214 ",Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Ocean",,"Marble/Granite,W/W Carpet"
FS,"$829,000 ",West Marina,Moana Kai,,"$829,000 ",7/5/2017,3,2.1,"1,550",2,0,Yes,1,2005,5/15/2017,2,Excellent,$228 ,$420 ,Hahaione,Niu Valley,Kaiser,Zone D,None,,"Ceramic Tile,Marble/Granite,W/W Carpet"
FS,"$908,998 ",West Marina,Gateway Peninsula,211 Kawaihae Street 2,"$880,400 ",7/5/2017,3,2.1,"1,850",2,0,Yes,2,1972,12/4/2016,151,Excellent,$235 ,$791 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain",Marina,"Ceramic Tile,Laminate,Other"
FS,"$510,000 ",West Marina,Lalea At Hawaii Kai ,7138 Hawaii Kai Drive 130,"$510,000 ",7/3/2017,1,1,751,2,0,No,2,1997,5/8/2017,11,Excellent,$136 ,$280 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Vinyl,W/W Carpet"
FS,"$650,000 ",West Marina,Peninsula At Hawaii ,520 Lunalilo Home Road V5411,"$660,000 ",6/30/2017,2,2,960,2,0,Yes,1,2003,5/10/2017,8,Excellent,$148 ,$612 ,Koko Head,Niu Valley,Kaiser,Zone AE,Mountain,,"Laminate,Vinyl,W/W Carpet"
FS,"$768,000 ",West Marina,Marina Palms,6218 Kawaihae Place 218,"$780,000 ",6/30/2017,3,2,"1,122",2,0,Yes,2,1966,5/19/2017,5,Excellent,$164 ,$541 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Garden,Marina/Canal,Mountain,Sunrise","Marina,Stream/Canal,Waterfront","Ceramic Tile,Laminate,Other,W/W Carpet"
